id,content,sentiment
1752618460,@QueenofKong No need 2 apologize mama i respect you for that,neutral
1751954757,@gleannignacio hehe true. i wonder what he will come up with,happy
1957533699,"At work   leave for Berlin at 17:00 by car, will be a late arrival",happy
1957675277,@Cleric20 Nope. Im hearing bad things.,sad
1694383860,on my tea break  cant wait to drive home tonite!!,neutral
1751322220,"@Linz__marie idk...I feel horrible...and I think my mom would be suspicious since I've been in bed for a straight 2 days,but thnx anyways",sad
1965295438,TGIF... Hubby dragged me out to buy car parts. I am tired n cranky,neutral
1753790277,"@cybercabz i'll take a lookie, sound great",happy
1695656586,I loveeeeee to live a - F A S T - pace lifestyle!,sad
1961433640,@francecino its alright babes &gt;&lt; boo. im gonna leave agaiiiiin,happy
1695342465,the bone along the outside of ur feet ~ do a caterpillar crawl of the sides 4 spine relief  reflexology works.,neutral
1694032392,because he @the_real_nash wants to be an honorary Filipino  i'll follow him now ;)) thanks @daxvelando!,happy
1964767242,Greg Pritchard was robbed  ii am too gutted for words,sad
1753804396,Hockey was so fukinï¿½ good  Fuck you hole! xD,fury
1753257107,@NickMLTM  oh man that sucks hardcore! haha good luck finishing up recording,happy
1965896099,Just finished bowling with my family.  It's definately not the same as with my friends,sad
1957279773,"@againtoday i'm hear ya dude, i can't either",sad
1961573504,gah! didn't realize my meeting was from 9-12,happy
1957604271,"In work early, frustrating myself with my own work before I get frustrated with other work. Not much time for design today",sad
1965815448,"Legend of Inotia ??????? ??????. ?????? ???????. ???? ??????? 31? ?????, ????? ?????? ???. ????????? ???? ?????? ????? ??????? ??????????",neutral
1695512134,@savepolaroid happy polaroid week back at ya! #roidweek yeah,happy
1964808062,@kristenyt  that's why I need to be there...To represent the Blackberries,happy
1694090014,@underhill70 oh that totally works too,neutral
1696002967,@ileanedover HEYHEYHEYY happy star wars day   watcha doin this friday? up for a movie?,happy
1962473022,@nick_carter The video is `private I cant see it,neutral
1695055088,@MasterSavage everythings fine now,happy
1963462651,Comp. Mental Health wouldn't take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left  &lt; ...,sad
1965950426,@alex_navarro I wish this area offered chinese food delivery,neutral
1966192769,"chillin on break eatin some grub. pretty burnt out had an eventful day. wanting to go to the movies with Ian, not happening though.",sad
1962003704,ok its been one hour im still waiting im losing my patience,neutral
1966418313,@InNoSenseLost I know. But it won't be the same,sad
1753400706,"trying to do a blend. i know, i suck at them but there's no harm in trying.",sad
1693995322,"@amystow I know, but work is so boring. I prefer the @2oceansvibe take on life",neutral
1695003298,just got home.  errrr... V.Luna hospital is so far. :|,neutral
1961063179,"Wicked, my DVB-S tuner card has arrived. Although not sure I'll be able to get it all set up ready for the FA Cup final tomorrow",happy
1963504603,Sitting in the tax collectors office.    Getting ready to write a check.,neutral
1957302818,@burnspank41 shit i hope theyr all wrong we need him,sad
1964672508,@katecameron2002 o can't work that one out  pain in the ass them spammers,fury
1695443960,"@ukrainiac yea, I was just about to say something  It's great to hear! Ukrainian!",happy
1965896725,ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,sad
1964092130,@Molltini ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,happy
1753822028,Today I'm working on my &quot;Quirky Q&quot; cue or maybe it will become a concerto,happy
1694401149,Arrr. Exam is on next week.. Im dead.. bwahahaha..  I love you btw!!,happy
1753790967,@WilHarris http://tinyurl.com/q3u32x isn't that the podcasting gear you got in for bit-tech?,neutral
1964597953,@wendica I checked.  We didn't win,sad
1694625859,@StaciJShelton Well tell me what fashion tips you need and I'm your woman  hehehe,happy
1752255508,"@Gilamuffin Sounds like a good time, very nice of you.  Did you see him, when he played at the Rio or Aladdin? I've seen him live, 3 times",happy
1960446063,slaving away at work,sad
1963159021,Had to spend lunch murderin hits,sad
1752320853,"@whiteangle We held out, Japanese people were making origami animals for Darcy   Had a great time, amazing place!",happy
1753805404,@davidchua i think they only play psp and pokemons.,neutral
1957542303,on way to work,neutral
1753075050,"@Tacquira anytime love..you looked beautiful! Next time your in nyc, hopefully we can link up! Enjoy your evening",happy
1695191531,Just booked some tickets for Jessicaaaa.,neutral
1752749913,Spending the Night at lightner's crib.,neutral
1964677795,@cocotteloup Awww... It works ok for me.. but I have an apple laptop so it might be a little difference!!,neutral
1694346009,"@OfficialAshleyG you are amazing as alice, as if she was made for you. Thank you for everything! I now have a face for the character",happy
1753787695,My bet on Mumbai Indians today... Anyone to take a bet on this for 500 bucks??,sad
1694367747,end of work... Thank God! I accomplished a number of things...  http://plurk.com/p/rpaag,happy
1694531638,"ok, 1st ginormous cup of coffee down, monday looking much better to me.",sad
1962749029,@mytvnetwork pansy  wtf codeh?!,happy
1961973210,"omg, my right ear is blocked and it's so annoying. what if i wake up deaf?  not gonna lie, i'm so scared",sad
1964969489,and now its raining,neutral
1753256097,"o, and happy mothers day",happy
1962104204,@MrSucre lmao i sure did!!! no luck though,sad
1957361603,@digicho I'm inclined to think it's stupid.,fury
1963755435,Chaz's Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum,neutral
1696217789,@librariansti it's like the library equivalent of &quot;it's 5 o'clock somewhere.&quot; someone else in on the ref desk somewhere,neutral
1751211519,playing my new ds lite!    Love it!,happy
1962408575,"ha ha...just found a new cocktail: Dances with Wenches (Cranberry Juice, Spiced Rum), sounds nice but I don't have any cranberry juice",happy
1753030826,"@LILBOOTY24 If u do, please pray 4 me.  Lord knows I need it.",neutral
1960322600,contemplating borrowing one of my moms dogs just for today..i want to take care of someone.,happy
1695693796,is taking Ethan and Ryder to playgroup this morning,neutral
1962371435,'s hair was on fire right now! Ewww it smells,neutral
1965383821,"My cable signal is all messed up!!! I'm missing Ghostwhisperer  In other news I have hurt my toe and have a cold, in like hot weather!!!!",sad
1964595078,Work is an evil whore. That doesn't let me check my text messages,sad
1963527825,I've come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!,fury
1964765983,@dressjunkie I no  he's the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB,neutral
1960759416,I know that just sounded really stupid.  having 2 jobs sucks. I don't like feeling like this. I feel bitter and angry. What am I? 70??,sad
1962331462,@tursiops718 Ohnoes!   That's icky!,happy
1965868857,heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame,neutral
1696002358,"I'm getting sick of this exam kinda thing. Well, that's life",neutral
1694089674,"@jason_2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week !",happy
1695312382,@deberito Beto's Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,neutral
1961993261,come and save me from my packing please?!,happy
1752724296,@prayingmother I like tweet deck and I'll try the other one u recomended Thanks,sad
1753349615,"@scorpfromhell The latest season doesnt air on any of the Indian tv channels. So, I kinda download the episodes / view them online",neutral
1694015281,"@DavidArchie Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David.",neutral
1965273804,@Katizzle hehe yeah! but too late hun,sad
1963701529,i wanna vote for Miley Cyrus for the mtv movie awards..but i don't know where i could  somebody could send me a link? thaank you &lt;3,happy
1963020049,@shanenassiri I just wish they would come down on their prices. I got a great deal on my mac but it took about 3 weeks of research,neutral
1694705917,Happy Star Wars Day,happy
1957145956,should be sleeping.  lost my voice a couple day ago.,sad
1966206749,I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout @norabf and have missed the segment about Chevron,happy
1957501970,"Also, anyone else hayfevery today??? I've only been awake for 40mins and sufferin already",sad
1696087567,"@ZaraGreen no problem, keep it comin",happy
1753727152,@chocoshabi I'm going to ask Waldi. I hope he makes a new keyword for me,fury
1753484264,@Sharmi A pretty black top with flowers in pink hues,happy
1966070680,Got rocks. And found my car got birdied this evening.,sad
1752157021,"@TheRaj I kind of figured. He'd probably be unable to reason out why a lot of the things in manga happen, or the way they happen.",sad
1964620588,Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   &lt;333333333 txt.me.hon!!!,happy
1960160194,"Goooooodmoring , I don't want to be up I am YAT   happy birthday again @its_aygee !",happy
1753904868,"@givemestrength bloody Feds, they lost last statement and r hounding me for another one. I dodged them one last week",sad
1695653629,"@zaktar No offense, but have you thought about a career change?",neutral
1752871983,@akarra if you weren't &quot;picky&quot; (=precise) i might not find you as interesting to talk to,happy
1964788389,i cba with it now   ohwell might play another innabit,sad
1963169992,@lowestformofwit,sad
1753137999,@simoncurtis HAHA ...Your Hotter Than Justin Timberlake,happy
1960712490,@Phlupp You're phone is off,neutral
1751250830,"@Malunis A couple of other guys did similar mods, so it may not have been mine that @Artoni saw. I think mine's the best, but I'm biased",happy
1957366488,@pkBLGdonahue he's not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,sad
1965934294,Just got out of work,happy
1693995975,@moonfrye LOL and that's why I use my iPod touch,happy
1694952232,"wellllll, I did most of my homework. and i kind of finished with editing. And I'm not as tired this morning as I thought I'd be",happy
1963549058,@keylahtia yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck,sad
1751034267,@hnnhmllr lmao! You baked non-stop? Sounds like yummy fun!,happy
1966198353,@pandamachinne and i have cheese and no chips.,neutral
1752289881,@__Greer__ Hey Greer! I'm Marco! It's nice to talk with a fellow actor(ress) haha,happy
1753618346,Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.,sad
1957353477,at work and tired just want to go to bed,sad
1964225332,"my dog poppy is poorly  i hate seeing my pets ill, so sad!",sad
1694727593,@ChontelleBourke I will try. But I don't care what my mum says,neutral
1963588199,i miss our walks home together,neutral
1694090040,"So happy that it's FINALLY May!    The Indy 500.  Was there for the horrors of 1973, yet I still remain held captive by Indy's spirit...",happy
1957058504,@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!,happy
1960575049,@Lealala i no its so warm isnt it!! :O My arms are sore  Bad times. My face is a little red too :S,sad
1963563694,@wilw  I remember those days. I wasn't a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,neutral
1957077564,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,sad
1962865240,Down again   seems like it never gonna stop and I'll never get what i want,sad
1966194190,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,sad
1961685750,i need a jb but i dread the fact that it will have to be retail this summer,sad
1694366003,well that rowing machine has paid off this week as i've lost 3lbs this week,happy
1753516513,@sunvitd I like your new profile pic. Very cute,neutral
1965759423,"@gosner living in harlem, i can say for sure that there is far more pollution here than in other parts of nyc where i've lived.",sad
1694165012,"Going to twitter in english, for my foreign followers",neutral
1752415964,Sleep. then making breakfast for mommy,neutral
1751143272,@jennywoo42 we had bbq chicken pizza last night! (although it wasn't deep dish   glad to hear you had fun in p.r.!!,happy
1962239983,"Yea, someone is getting the best of me.",happy
1965574010,@Miss_Molotov Go much bamboo? Would you like to attempt to structure a sentence that makes sense? Why did i fail english and others pass?,fury
1961993660,"eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle",happy
1961145802,@badlady Think of the prize at the end. So sorry to hear that though.,sad
1957383118,My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game,sad
1695164567,Jacqueline Wilson day on CBBC,neutral
1960137875,"following people around, though there are so many.. where are the webdesign twitters!",happy
1963516439,ahhh i think my legs are burnt  they hurt,sad
1965690421,@lizridley did you get my text?,neutral
1694072287,@lisam75 thanks  great day for it.,happy
1966336233,i totally do not know how ticketless travel works,neutral
1753789037,@jonoble Hope you'll be able to join us for future editions,sad
1694707317,@PhotosbyLee How was your chicken and chips?,neutral
1957682388,@vmysterrr are you serious!? that bloooooows,happy
1753532889,@MyCaribbeanFood enjoy and congrats! thanks for the recipe we'll do it tomorrow morning.,happy
1695474963,"Its raining cats and dogs here, in Mysore! Thankfully, no pigs/swines!",happy
1695219958,@crafty Hope it went well! Was rooting for you both from the (not so) comfort(able world) of PhD application form-filling-in  xxx,happy
1753384327,@johncmayer if ur as awesome as i think u are u would sooo write me back  a lil something   &lt;--- crossing fingers,sad
1957293082,"@Potato_Chip That's right! I totally forgot. Might not be till August, though    Have a great summer!!",happy
1964577213,In a period of exams days are for study and nights for study and sleep... no funny time...,fury
1752159225,can't wait to see those pics @yikes77,sad
1965859652,*moment of silence* for the Budget i'm bout to b on  I spend wayyy to much $$$.... OMG! I'm on a Budget?!?!,sad
1753902713,"really bored today. just ate a bowl ful of rasberries and grapes, now i'm waiting for my dinner",happy
1966176745,@edincoat Oh no  I hope you reach him!,sad
1965502172,"aw man! have to go, only got to listen to the block party for like 10 mins",sad
1965430276,@loveyoumoreMJ unfortunately I'm not drunk enough lol and have no money to get drunk  I have had alot though as u can imagine haha,sad
1962838491,Sad because A Skylit Drive's new songs don't sound as good as I had hoped.,happy
1696178662,"oh, it's raining... i haaaate it!  It was a great violin lesson&lt;3",fury
1961542340,@thomasfiss we miss you,sad
1963125839,UGG WANT TO GO TO KAYLEN HOUSE BUT I CANT FINNA BE BORED THIS WEEKEND!!! UUURGG WANNA SPEND DA NITE  AND GO SEE UP AND GO SHOPPING,sad
1963701380,@gfalcone601 bless her lil socks... think they need to rethink the age thing me,happy
1964083873,@xoxobb11 you got it all done?? even the labs? thats all i have left to do. and i cant figure it out. FML,happy
1753807303,shopping in Keswick,neutral
1961868810,@anntorrence @jeremyhall Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I've missed a few,sad
1957744815,"home for the nite, sleeping on the pull out bed with Maggie. wishing it was @kyla_durden  I got to find a apt",neutral
1963194151,"@sizzlemaker Happy Friday! Do u know how I can get a copy of the BT art u did on Mel's fake Twitter? I'm n it, but can't find it now.  THX",neutral
1961687799,Starting to get sad.,sad
1753007659,@adnamay Yeah  The entire time I was all *swoon* b/c of his eyes..... *swoons thinking about it*,happy
1694273994,@Atomik re: the job ... still waiting my friend. Thanks for asking  * I just need a little ... ;) * ? http://blip.fm/~5jehr,neutral
1963605655,"@LindseyJaffe Loved the shoutout on TweetHampton, congrats!! Hope you're feeling better, i missed you last weekend",sad
1753532697,It's just a click without subscription needed  Vote for my tweet on http://openzap.com/ (in today best list),sad
1965013080,@tom_pollard Never. I'm banned by Court Order,sad
1962218402,"@xombie yeah, NO. I already called to ask.",sad
1963564091,"@love_Jamie How are ya, honey? What happend to @LarissaBootz account  ?",happy
1693957562,Welcome @doeko ! Really glad to know you here. Your products rox man,happy
1753236995,"http://twitpic.com/4woxf - Hehe, I flew a plane.. the pink t-shirt is me",sad
1752645280,@genehiga Your studio! @annhamilton and Bogie became one of your best friends after you guys started it.,happy
1696002430,@kouzrah etherreal WAS my main preoccupation. Now it's EtherREAL's preoccupation... humm... me ? schizophrenic ?,sad
1694769634,gotta share this   http://bit.ly/19OL1b,neutral
1966218964,I'm so tired. I don't get how I am. I sat on the lawn mower and didn't push the whole damn thing.,neutral
1958036297,im going to work,happy
1753772813,When spelling is important.  http://bit.ly/jdk0Z,neutral
1753052843,"@Toongen before he could do it. So, so sad. You should read it",happy
1694928613,@turtleclansago thanx for the msg! glad u liked my singing!,happy
1965764910,@Trillian711 I had an account at a local comic store that I ran to 4k  at one time,sad
1962938815,"i ate waaaay to much candy today, i feel sick",sad
1753518231,Morning all! Something for the weekend and leftover dominos. Noiiiiice,sad
1753518841,@joelhouston maybe I missed my chance this time,sad
1753117957,@stuntazian I still have them!! Yay! Gonna eat some now,happy
1694294073,"Monday blues? Not today, not for me.",happy
1957730729,so bored...,neutral
1753292191,@andmegansaid &lt;&lt;&lt; Just like in HIMYM,happy
1961925539,@Jenshwa I expected it to be warm as usual and now I'm stuck wearing a sun dress on a cold day,neutral
1752472803,@FreshAssNess I think i'm falling in love with you!!  xxx #iloveyou,happy
1961006011,Feeling sick at stomach today,sad
1963227108,I'm not looking forward to the crazy commute come with everything that's going on down here,sad
1962064915,I'm gettin ready for my trip back to MA...  I don't wanna leave!,sad
1965759106,@cherylsayshi i thought it was just me that was like really hot. My room is too hot to sleep in,sad
1753568205,Happy Mothers Day,happy
1753634162,"yay playing scattegories and being random with Joel, May &amp; Sherman",happy
1753853725,@codelust @prolificd caught me at lunch today... you were correct of he stalking me,sad
1964318867,My brother is planning on moving to vietnam and staying there forever..,neutral
1751713477,live chat soooon most likely.,sad
1752895907,@Karen230683 waaa you too,neutral
1964619142,you know ur dog is getting old when she sits down to eat...poor hilly please don't grow up,neutral
1753157491,Good morning guys!  Dont forget: Today is mothers day! Mommy? I LOVE YOU ! Youï¿½re the best &lt;3,happy
1753714197,http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,sad
1966225608,@jessicagee7 i have restricted driving priviledges...  and i didn't even do anything. stupid double standards,fury
1964742318,@KashiMae Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.,happy
1963701027,ughhh! this is the third bottle of foundation I've broken,sad
1965977134,THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i'll keep trying!!,happy
1753680705,@rockingla Thanks  New work will arrive in a few weeks,neutral
1963415145,@roboreese Hulu no work in Canada,neutral
1957009454,"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff",sad
1753601227,@penreyes actually I think Doogie Howser got the idea from the Captain's Log.,neutral
1751785543,"loves GOSSIP GIRL Episode 23, The Wrath of Con",happy
1696217961,Feeling really good about my performance on the AP Government &amp; Politics exam this morning.  Going to lunch with Krista.,happy
1964602289,AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via @Drudge_Report) Scary talk to say the least.  mm,sad
1752748894,@ChEmIcALbUlLeTs thats sweet,happy
1963936500,I have the weirdest hives all over my legs and arms. What the heck am I allergic to? It itches SO bad! Dang it!,sad
1695805751,Gettin ready to hit up the mall w/my mom &amp; Jayden!  DO ALL THINGS W/FAITH!!!!,happy
1694663764,@letteapplejuice How in heckitty did I forget that one?,neutral
1694220293,Hey @deangeloredman yes! Praise Him! lol   (deangeloredman live &gt; http://ustre.am/2NlC),happy
1752192797,"@MichaelNi Ooh, I love sweet potato fries! We should definitely go.",happy
1965290365,I'll also have to fix that in iTunes when blip.tv changes the URL since that's part of the RSS feed,neutral
1696088052,@boomerous Discrimination is not a bad thing. I've learned to say no. My children would say I mastered that years ago,neutral
1963304396,@cloudconnected I talk to Ty all the time on XBL. I'm sure I could manage.,neutral
1961213958,@tommcfly Do a tour in the Philippines sometime.  A lot of fans here would really love that!,happy
1753238633,Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.,sad
1962851992,@mileycyrus i voted and i couldnt,sad
1751681434,@debtguide Cool Guide.. My best Tip.. Do NOT Use Them Unless Absolutely Needed !!!,sad
1957266295,i lost mx way,sad
1694511164,I love the fact that it's a bank holiday monday and i can stay in bed,happy
1694457869,@vhcoffee And the first thing you did was get your twit on....,happy
1753500759,@Cubikmusik ah great  will have a fiddle later and see what I can figure out!,happy
1960326481,thinkin twitter is really quite borin,neutral
1752444054,@SerendipityJane I'll check it out!  Thanks  and good luck with your book!    Bella,happy
1695655401,@Wally_v10 grax,happy
1963056805,"what a total bummer, i lost followers",happy
1753903505,"@icebergstorm hey! negative on the primatech, this handle's been on the tubes for a decade longer than heroes has",sad
1957084165,@ModelTheany  tee we beefin....what was u supposed to do before leavin????,happy
1753599267,@BlokesLib lmao you witty wacko...loves it,happy
1753836435,Twello Foodie Tweets @josepicardo Do you fancy coming up to my house and cooking?  Sounds.. http://tinyurl.com/qz88co,neutral
1965079495,"@TeeMonster And you see none of the extra money, do you?",neutral
1966250700,"@kidkierain yeah, that does sound a bit bad man... i got fucking exam week this week",sad
1753548791,"I'm at Cobra, Mexican bird flu hub/gay bar, and hate when they play the 80's mix. Oh shit, FREEZE FRAME",happy
1965308342,ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,fury
1966264373,My cats sick.,sad
1960335067,"is wondering what actually to do, when I have a week to do fuk all bar pack, most peeps r leavin too",neutral
1752942954,@jtimberlake Why thank you... Us Mami's are bringin' sexy back...,happy
1965514120,@donomo  is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic,neutral
1751953849,@Jennajmsn  Hi Jenna. Hope all is well   Just thinking of you and wishing you the best! Lots of love from over here in New York!!!,happy
1695846700,Back to work,neutral
1963037573,"@getemgirlfriday aw, I hope you feel better!",happy
1964086083,Going to settle down and watch Sisterhood Of The Traveling Pants 2. Just had a two Mars Bars  but YUM!,neutral
1694951823,@superficialgirl yeah the tomato paste and oil is traditional on a sandwich.. eat it with some olives and maltese cheese  yum!,happy
1957753119,I'm so worried about my sister's guinea pig. I hope Stalin makes it through tonight!  you can do it baby!!,sad
1695476693,"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!!  xx",happy
1961375665,@flyguyvan can u let her kno that lady's not spayed and potty trained :/  then see if she still wants her,neutral
1695475688,@WParenthetical   G'night!,neutral
1965798875,stupid playstation! stupid controllers don't work so I can't play kingdom hearts.,fury
1752385175,"Incase I forget, Happy Mother's Day to all you moms out there, and to my mommy. The very best one in the world",happy
1753365687,work was splendid,happy
1753774633,@moodleman somehow I am going to have to figure out how to come to Sydney one day,happy
1957188904,Bah I don't think @bing's FB fan page will get to 7500,happy
1962861261,What up ab circle! Anddd It's still in the box  f work,neutral
1965572265,I am SO MAD that Glee won't premiere till Fall,sad
1965371415,"@vautlapeine ... you mean the fam , minus ahugs",sad
1695250867,@piraja dohh! is it old? I had never heard it.. I'm so last year..,happy
1957070273,@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.,happy
1965272122,@Kikirowr Hope you feel better soon.,neutral
1753904185,"Wow! Up, coffee in hand and already outside.  So peaceful on Sunday mornings.",happy
1964968527,@alexholroyd I'm just bustin' ya chops; it's not bad. Never seen any real appeal to last.fm is all. Bad quality audio from crap artists,fury
1961540483,Well poop.  Looks like the office doesn't have the keys.  I don't have the keys.  Neighbors don't have the keys.   Bike rides from now on.,sad
1753903055,Assignment actually looking pretty decent....so glad I changed my topic at the last minute,happy
1964787811,Maybe i won't go for a run .. i have no running shoes,neutral
1753665936,"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",happy
1960129867,@mikeavila ack! I just read about your show  that's horrible!!! No accounting for taste.,fury
1752847115,Just got home i love stake and shake milkshakes,sad
1695962080,@PatriciaP1977 thanks for the follow,happy
1752799825,@BackpackingDad Whooo Baby! Good luck,happy
1965401261,@juicystar007  man i wont be home to co host with you!  xo*blair,sad
1960943129,@jvfriedman can't! need to work on overtime project at lunchtime.    Sorry!,sad
1963346064,This chair is not comfortable at all,fury
1964325574,"@daisydelfina my location thing? Through ubertwitter...it has an option to include locations! Jon uses uber, but he has it off  lol",happy
1753384010,@lostintheforest thanks!  Remember the SAE for the we make stuff too,happy
1753050850,"If someone have a friendster profy!,.just add me!,.ayt!?,.lol!,.http://bit.ly/UsPlN !",happy
1962931368,@DARRENJ0NES ooh ouch!   lovely weather but damn! cover up sugar! x,happy
1957149586,farrrrr . pdhpe assignment due next week and have english homework !,sad
1964974515,time for bed.....got some learning to do tomorrow with an early start  night night good people xxx,happy
1751503384,@janae24 LOL! Let's find something quickly.,happy
1957318577,is really ultra bored,neutral
1964872750,I dont understand why he's doing this,happy
1694954959,@David_Henrie No you silly goose!,fury
1696043736,"@mcflyyerr yeah that's trueee  i can't wait till the tour dvd comes out, that tour was so epic (: and the backstage material is hilarious",happy
1694856199,Morning Twitterland! Countdown to TCI begins again... Will get through Monday to Wed. knowing that I'm outta here on Thursday! Woo hoo!,happy
1957471968,is suprisingly okay. or possibly still drunk. goodbyes suck though,sad
1963875034,"is bak in mcr....glad i can sleep in ma own bed 2nite yeyah...but i fink i,m missin popeye  hopin 2 c him 2moz  xxx",happy
1965871303,Gonna miss Thick As Blood next Friday,sad
1960901387,i hate my new section this school year.. huhu..,fury
1694645384,Does anyone out there want to be REALLY awesome and buy me one of these for my birthday? http://poprl.com/1vN0,happy
1695961350,@RWAneesa have a safe flight...,happy
1961427963,"@Ames1103 I think that boat sailed my friend... The few CCO's that had them, had them months ago....  I wish you luck though...",happy
1964708580,thank/ u guys so so much for helping me out on the followers thing! but im probably not gonna win cause i dont have 100 followers yet!,sad
1963743406,@wonky73 I'm just too busy these days to twitter or blog,sad
1751680724,don't ya just love a free night to catch up on your DVR shows? ANTM here I come...ha ha!,happy
1695657004,@ppittman feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!,neutral
1752796400,It's 2am and I still haven't gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!,sad
1694090723,"@kyleandjackieo or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song",sad
1751430265,I'm sooo HAPPY Demi's back on twitter!,happy
1956981427,"bed...sorta. today was good, sara has strep thought Angelina does to; i shared a water with her B4 they told me, i will prob get it to",happy
1962770075,@arsc mega burguer was my lunch yesterday,neutral
1961506354,"Dilemma, what to wear: Now: SanFran Foggy and 58 , then Sacramento in cple hrs sun and 86 degr .",neutral
1957657056,... and itï¿½s FFA *evil grin* but Iï¿½m so busy at work today I wonï¿½t get anything done,sad
1957401335,@hermorrine Yeah I've noticed  I miss Spender. But you were closer to him. How are you holding up?,sad
1963270384,I wonder why thumbnail pictures aren't showing up on my TweetDeck?,happy
1965087463,@natalidelconte i didn't get to chat!   .  oh well.  time to eat a praline.,happy
1694035805,just got back from the long weekend,happy
1751464290,@shakeitblueyes good,happy
1965012492,I wanna watch &quot;UP&quot; so badly!,sad
